workflow_id,ticket_id,agent_name,agent_stage,input_summary,output_summary,confidence_score,recommended_action,auto_resolution_status,escalation_required,human_override,decision_timestamp,processing_time_seconds,workflow_status
WF-701419,TKT-101238,Resolution Agent,Search KB,Security alert for suspicious login attempts,Logged feature request in product backlog,0.787,Send template response,No,No,No,2024-05-06 06:32:52,997,Completed
WF-701420,TKT-101289,Automation Agent,Execute action,Customer reports connectivity issues affecting production,Offered firmware rollback or upgrade path,0.558,Escalate to manager,No,Yes,No,2024-03-25 10:17:10,4612,Failed
WF-701421,TKT-100912,Intake Agent,Parse ticket,Database performance degradation,Offered firmware rollback or upgrade path,0.596,Request more info,Partial,Yes,No,2024-01-02 05:02:37,3144,Completed
WF-701422,TKT-100971,Categorization Agent,Route decision,VPN client authentication failure,Routed to Network Operations team,0.705,Schedule callback,No,No,No,2024-05-03 16:07:31,1856,Completed
WF-701423,TKT-100517,Automation Agent,Update records,API integration timeout errors,Sent password reset instructions,0.907,Route to specialist,No,Yes,No,2024-01-08 04:45:18,2454,Completed
WF-701424,TKT-100858,Automation Agent,Send notification,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.625,Create known issue,No,Yes,No,2024-05-07 02:50:07,4368,Completed
WF-701425,TKT-100264,Resolution Agent,Search KB,Firmware update installation failed,Routed to Network Operations team,0.86,Escalate to manager,No,Yes,No,2024-01-31 11:29:00,4163,Completed
WF-701426,TKT-101402,Automation Agent,Send notification,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.938,Wait for customer,Partial,Yes,No,2024-03-26 05:32:17,1692,Failed
WF-701427,TKT-101596,Supervisor Agent,Quality check,Firmware update installation failed,Initiated security incident response,0.68,Escalate to manager,No,Yes,No,2024-03-20 21:08:15,3953,In Progress
WF-701428,TKT-100327,Automation Agent,Execute action,Firmware update installation failed,Routed to Network Operations team,0.583,Archive ticket,No,Yes,No,2024-06-28 22:46:56,2574,Escalated
WF-701429,TKT-101449,Automation Agent,Update records,Security alert for suspicious login attempts,Logged feature request in product backlog,0.829,Create known issue,No,Yes,No,2024-01-27 10:18:56,3436,In Progress
WF-701430,TKT-100350,Categorization Agent,Analyze category,Database performance degradation,Logged feature request in product backlog,0.74,Create known issue,No,No,No,2024-05-02 15:05:04,307,In Progress
WF-701431,TKT-101809,Resolution Agent,Search KB,Security alert for suspicious login attempts,Routed to Network Operations team,0.536,Escalate to manager,No,Yes,No,2024-01-18 04:13:05,2664,In Progress
WF-701432,TKT-100430,Automation Agent,Execute action,Customer reports connectivity issues affecting production,Escalated to Engineering for deep analysis,0.935,Request more info,Partial,No,No,2024-01-25 21:11:21,1259,Completed
WF-701433,TKT-101810,Automation Agent,Update records,VPN client authentication failure,Processed refund request and return label,0.638,Create known issue,No,Yes,No,2024-04-04 15:13:36,3509,In Progress
WF-701434,TKT-100117,Intake Agent,Extract info,New feature request for dashboard export,Initiated security incident response,0.948,Schedule callback,Partial,No,Yes,2024-02-07 03:21:49,4979,In Progress
WF-701435,TKT-101346,Automation Agent,Execute action,Refund request for damaged product,Initiated security incident response,0.653,Archive ticket,No,Yes,No,2024-05-23 15:35:15,3331,Completed
WF-701436,TKT-100905,Categorization Agent,Assess priority,Security alert for suspicious login attempts,Logged feature request in product backlog,0.813,Send template response,Yes,No,No,2024-03-29 07:45:16,3912,Pending
WF-701437,TKT-101487,Supervisor Agent,Quality check,VPN client authentication failure,Sent password reset instructions,0.922,Route to specialist,No,No,No,2024-02-19 15:11:51,1862,Completed
WF-701438,TKT-101670,Categorization Agent,Analyze category,Firmware update installation failed,Sent password reset instructions,0.936,Schedule callback,No,No,Yes,2024-04-09 13:56:32,3200,In Progress
WF-701439,TKT-100333,Categorization Agent,Assess priority,Firmware update installation failed,Logged feature request in product backlog,0.758,Route to specialist,Partial,No,No,2024-04-03 06:10:57,1777,Escalated
WF-701440,TKT-100931,Supervisor Agent,Review output,Database performance degradation,Provided authentication troubleshooting steps,0.805,Auto-resolve from KB,Yes,No,No,2024-03-17 21:33:03,1689,Escalated
WF-701441,TKT-100042,Intake Agent,Parse ticket,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.523,Escalate to manager,No,Yes,No,2024-04-27 23:46:43,4512,In Progress
WF-701442,TKT-100548,Categorization Agent,Route decision,Firmware update installation failed,Routed to Network Operations team,0.737,Auto-resolve from KB,No,Yes,No,2024-05-02 04:04:37,1603,Completed
WF-701443,TKT-101507,Resolution Agent,Format response,"Billing dispute for $4,500 invoice",Logged feature request in product backlog,0.779,Schedule callback,Partial,No,No,2024-01-04 04:22:12,1828,In Progress
WF-701444,TKT-100909,Categorization Agent,Assess priority,API integration timeout errors,Sent password reset instructions,0.828,Schedule callback,No,No,No,2024-03-09 01:43:32,353,Completed
WF-701445,TKT-100547,Automation Agent,Execute action,Customer reports connectivity issues affecting production,Routed to Network Operations team,0.745,Route to specialist,No,No,No,2024-03-06 02:55:32,4284,Completed
WF-701446,TKT-101815,Supervisor Agent,Review output,Customer reports connectivity issues affecting production,Logged feature request in product backlog,0.668,Auto-resolve from KB,No,Yes,No,2024-06-19 00:03:29,1104,Completed
WF-701447,TKT-100789,Categorization Agent,Assess priority,Security alert for suspicious login attempts,Logged feature request in product backlog,0.754,Send template response,No,No,No,2024-01-05 19:04:44,514,Completed
WF-701448,TKT-101846,Intake Agent,Extract info,VPN client authentication failure,Referred to Billing specialist for investigation,0.631,Escalate to manager,Partial,Yes,No,2024-06-11 16:13:02,4774,Completed
WF-701449,TKT-101957,Resolution Agent,Generate solution,"Billing dispute for $4,500 invoice",Offered firmware rollback or upgrade path,0.736,Request more info,Yes,No,No,2024-06-19 14:03:44,458,Completed
WF-701450,TKT-101883,Intake Agent,Parse ticket,Firmware update installation failed,Provided authentication troubleshooting steps,0.779,Schedule callback,No,No,No,2024-05-22 15:21:04,4454,Completed
WF-701451,TKT-100371,Supervisor Agent,Review output,Security alert for suspicious login attempts,Offered firmware rollback or upgrade path,0.832,Create known issue,No,No,No,2024-03-24 11:33:52,4285,Escalated
WF-701452,TKT-101876,Supervisor Agent,Escalation decision,API integration timeout errors,Initiated security incident response,0.549,Route to specialist,Yes,Yes,No,2024-03-23 14:58:54,3770,Completed
WF-701453,TKT-101764,Categorization Agent,Route decision,VPN client authentication failure,Escalated to Engineering for deep analysis,0.503,Schedule callback,No,Yes,No,2024-03-17 09:14:30,4418,Completed
WF-701454,TKT-101477,Supervisor Agent,Review output,"Billing dispute for $4,500 invoice",Offered firmware rollback or upgrade path,0.616,Send template response,No,Yes,No,2024-01-23 23:02:50,723,Completed
WF-701455,TKT-100570,Categorization Agent,Analyze category,API integration timeout errors,Provided authentication troubleshooting steps,0.841,Schedule callback,Yes,Yes,No,2024-02-19 03:43:55,3872,Pending
WF-701456,TKT-101012,Supervisor Agent,Quality check,Refund request for damaged product,Offered firmware rollback or upgrade path,0.956,Request more info,Yes,No,No,2024-02-09 09:32:21,4051,Escalated
WF-701457,TKT-101887,Categorization Agent,Assess priority,Refund request for damaged product,Recommended database optimization,0.547,Wait for customer,No,Yes,No,2024-03-08 00:19:20,1311,Completed
WF-701458,TKT-101008,Automation Agent,Send notification,New feature request for dashboard export,Processed refund request and return label,0.897,Route to specialist,Yes,No,No,2024-05-26 00:18:15,3640,Completed
WF-701459,TKT-101183,Categorization Agent,Route decision,"Billing dispute for $4,500 invoice",Logged feature request in product backlog,0.539,Request more info,No,Yes,Yes,2024-04-29 14:26:39,3656,Completed
WF-701460,TKT-101742,Intake Agent,Extract info,Database performance degradation,Sent password reset instructions,0.685,Schedule callback,No,Yes,No,2024-06-12 22:32:24,1312,Completed
WF-701461,TKT-100122,Resolution Agent,Generate solution,VPN client authentication failure,Initiated security incident response,0.718,Wait for customer,Partial,No,No,2024-06-09 07:26:37,1378,Completed
WF-701462,TKT-101990,Supervisor Agent,Review output,New feature request for dashboard export,Logged feature request in product backlog,0.628,Auto-resolve from KB,Partial,Yes,No,2024-01-15 20:23:11,1461,Completed
WF-701463,TKT-100240,Categorization Agent,Assess priority,Customer reports connectivity issues affecting production,Processed refund request and return label,0.543,Request more info,No,Yes,No,2024-01-17 02:23:45,287,Escalated
WF-701464,TKT-100217,Automation Agent,Execute action,Password reset request for shared account,Offered firmware rollback or upgrade path,0.638,Schedule callback,No,Yes,Yes,2024-03-27 15:35:25,3612,In Progress
WF-701465,TKT-100748,Categorization Agent,Analyze category,New feature request for dashboard export,Referred to Billing specialist for investigation,0.73,Auto-resolve from KB,Partial,No,No,2024-06-11 19:11:50,896,Completed
WF-701466,TKT-100306,Categorization Agent,Assess priority,VPN client authentication failure,Recommended database optimization,0.867,Create known issue,No,No,No,2024-03-06 02:13:27,784,Completed
WF-701467,TKT-100909,Intake Agent,Extract info,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.641,Auto-resolve from KB,No,Yes,No,2024-06-22 01:36:22,530,Escalated
WF-701468,TKT-100065,Automation Agent,Execute action,Database performance degradation,Provided authentication troubleshooting steps,0.668,Auto-resolve from KB,Partial,Yes,No,2024-05-26 23:37:04,4728,Completed
WF-701469,TKT-100867,Supervisor Agent,Escalation decision,Security alert for suspicious login attempts,Offered firmware rollback or upgrade path,0.71,Archive ticket,No,No,No,2024-01-28 22:01:41,1431,Completed
WF-701470,TKT-101907,Categorization Agent,Assess priority,"Billing dispute for $4,500 invoice",Recommended database optimization,0.581,Send template response,No,Yes,No,2024-01-24 13:21:08,580,Completed
WF-701471,TKT-100256,Categorization Agent,Assess priority,Firmware update installation failed,Routed to Network Operations team,0.983,Escalate to manager,No,No,No,2024-04-01 18:25:33,2472,Completed
WF-701472,TKT-101998,Automation Agent,Send notification,"Billing dispute for $4,500 invoice",Sent password reset instructions,0.748,Wait for customer,Partial,No,No,2024-04-24 01:39:07,3548,Completed
WF-701473,TKT-101694,Supervisor Agent,Review output,Customer reports connectivity issues affecting production,Escalated to Engineering for deep analysis,0.736,Send template response,No,No,No,2024-05-03 16:10:41,4226,Completed
WF-701474,TKT-100159,Resolution Agent,Format response,API integration timeout errors,Routed to Network Operations team,0.961,Escalate to manager,Partial,No,No,2024-06-15 11:37:13,2115,Pending
WF-701475,TKT-100133,Categorization Agent,Route decision,Customer reports connectivity issues affecting production,Initiated security incident response,0.773,Escalate to manager,Partial,No,No,2024-03-01 01:04:43,2223,Escalated
WF-701476,TKT-100066,Categorization Agent,Assess priority,"Billing dispute for $4,500 invoice",Offered firmware rollback or upgrade path,0.775,Auto-resolve from KB,Yes,No,No,2024-05-11 04:52:53,4355,Completed
WF-701477,TKT-100093,Intake Agent,Extract info,"Billing dispute for $4,500 invoice",Initiated security incident response,0.759,Auto-resolve from KB,No,Yes,No,2024-05-24 17:10:21,3257,In Progress
WF-701478,TKT-101963,Supervisor Agent,Escalation decision,New feature request for dashboard export,Escalated to Engineering for deep analysis,0.926,Send template response,No,Yes,No,2024-04-20 22:57:16,3846,Completed
WF-701479,TKT-101439,Intake Agent,Extract info,Refund request for damaged product,Recommended database optimization,0.801,Route to specialist,Partial,No,No,2024-02-14 17:58:00,3315,Completed
WF-701480,TKT-100048,Automation Agent,Update records,Password reset request for shared account,Offered firmware rollback or upgrade path,0.649,Auto-resolve from KB,No,Yes,No,2024-06-13 08:09:37,3231,Completed
WF-701481,TKT-100310,Supervisor Agent,Review output,"Billing dispute for $4,500 invoice",Logged feature request in product backlog,0.78,Escalate to manager,No,Yes,No,2024-04-16 04:47:53,1355,Completed
WF-701482,TKT-101574,Categorization Agent,Route decision,Database performance degradation,Offered firmware rollback or upgrade path,0.642,Archive ticket,Yes,Yes,No,2024-05-13 18:24:27,1819,In Progress
WF-701483,TKT-100699,Supervisor Agent,Review output,API integration timeout errors,Initiated security incident response,0.977,Request more info,No,No,No,2024-05-14 04:09:21,935,Completed
